product_index,product_id,encrypted_product_id,model,title,status,display,image_position,url,width,height,occupancy_width,occupancy_height,occupancy_box_area,occupancy_ink,risk,reference_distance,visual_flags,cache
77,1601939747001,AAHwjmk4AOWGex-cDVm7irda,BQ015-R1 / R1811,Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail for Autumn Winter Walking and Casual Wear Model R1811,approved,Y,2,https://sc04.alicdn.com/kf/S0efe613f70ac447eb7a04c6aedde70d99.jpg,320,320,0.495,0.7225,0.3576,0.2657,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\14d4a92d938643341db13cd87cb31d4333bdd290.jpg
77,1601939747001,AAHwjmk4AOWGex-cDVm7irda,BQ015-R1 / R1811,Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail for Autumn Winter Walking and Casual Wear Model R1811,approved,Y,3,https://sc04.alicdn.com/kf/S330a7b5fa5ec4c85864c9b44d87153422.jpg,320,320,0.79,0.395,0.312,0.1997,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\ee4010a3d0be9dc90fdbae12bf8ab19a20f9ee47.jpg
77,1601939747001,AAHwjmk4AOWGex-cDVm7irda,BQ015-R1 / R1811,Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail for Autumn Winter Walking and Casual Wear Model R1811,approved,Y,4,https://sc04.alicdn.com/kf/S1c02614806ea44c3b73e899587b3925b9.jpg,320,320,0.735,0.37,0.272,0.1782,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\829ab6c6a7ecda562a0332a64b62a8b5010ce15b.jpg
77,1601939747001,AAHwjmk4AOWGex-cDVm7irda,BQ015-R1 / R1811,Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail for Autumn Winter Walking and Casual Wear Model R1811,approved,Y,5,https://sc04.alicdn.com/kf/S8abcda84876e4fee800f40fe3a1926e0R.jpg,320,320,0.7975,0.3875,0.309,0.1988,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\4a2e814a28b8280ecec073323499c65985a8391b.jpg
77,1601939747001,AAHwjmk4AOWGex-cDVm7irda,BQ015-R1 / R1811,Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail for Autumn Winter Walking and Casual Wear Model R1811,approved,Y,6,https://sc04.alicdn.com/kf/S163dc431cfe74d998c20416cbb179c60o.jpg,320,320,0.75,0.295,0.2213,0.1785,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\48a35f6996d6a0145a563cfc054b58281e1e666f.jpg
78,1601939683302,AAGXjmk4AOWGex-cDVm7jbAF,BQ015-O1 / R1811,Custom Logo Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail OEM ODM Private Label Model R1811,approved,Y,1,https://sc04.alicdn.com/kf/Se54a85c939df44acaaa02e1707a7cd8es.jpg,320,320,0.82,0.41,0.3362,0.2149,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\e06719ea0e0f60328a3e8434cbf0de679e3eeb32.jpg
78,1601939683302,AAGXjmk4AOWGex-cDVm7jbAF,BQ015-O1 / R1811,Custom Logo Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail OEM ODM Private Label Model R1811,approved,Y,2,https://sc04.alicdn.com/kf/S78e56ec3a5844a6ebc82efae4d851b165.jpg,320,320,0.7625,0.3825,0.2917,0.1904,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\f83e83e499a5c910a3de2a3dd629503c6cd06dba.jpg
78,1601939683302,AAGXjmk4AOWGex-cDVm7jbAF,BQ015-O1 / R1811,Custom Logo Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail OEM ODM Private Label Model R1811,approved,Y,3,https://sc04.alicdn.com/kf/S6ea4faa3239940a2bacaa5b16d70969aC.jpg,320,320,0.7875,0.3825,0.3012,0.1952,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\504be734ef5216d958d6ae1416f73746d62cd7da.jpg
78,1601939683302,AAGXjmk4AOWGex-cDVm7jbAF,BQ015-O1 / R1811,Custom Logo Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail OEM ODM Private Label Model R1811,approved,Y,4,https://sc04.alicdn.com/kf/Sef7201796f5b4e7a95075574505de7bcD.jpg,320,320,0.735,0.29,0.2132,0.1726,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\d318bba3eb176ce6b7e48af63d4640d3148d3cb7.jpg
78,1601939683302,AAGXjmk4AOWGex-cDVm7jbAF,BQ015-O1 / R1811,Custom Logo Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail OEM ODM Private Label Model R1811,approved,Y,5,https://sc04.alicdn.com/kf/Sec1f1135700245e39025169ea814b1d5U.jpg,320,320,0.8,0.385,0.308,0.2037,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\f372e82746977cd10024fb2abdbd3e21701332f9.jpg
78,1601939683302,AAGXjmk4AOWGex-cDVm7jbAF,BQ015-O1 / R1811,Custom Logo Knit Slip-On Walking Shoes Toe Cap Casual Sneakers with Lace Detail OEM ODM Private Label Model R1811,approved,Y,6,https://sc04.alicdn.com/kf/S42c9a1b6fd36466f955ebf7a8d81c6e4v.jpg,320,320,0.4925,0.7225,0.3558,0.2662,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\f3424c3a5c59b1bcda90478616f6a8afb00ffacb.jpg
79,1601939658415,AAF_jmk4AOWGex-cDVm7jVFM,BQ014-R1 / A507,Knit Slip-On Walking Shoes Casual Sneakers for Travel Commuting and Daily Wear Model A507,approved,Y,1,https://sc04.alicdn.com/kf/S77e0dfcf3eda4fb293e809cce6b4ae40I.jpg,320,320,0.8225,0.3525,0.2899,0.1656,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\0a008e68beff779368dc70e55b3adc0eeeb36fba.jpg
79,1601939658415,AAF_jmk4AOWGex-cDVm7jVFM,BQ014-R1 / A507,Knit Slip-On Walking Shoes Casual Sneakers for Travel Commuting and Daily Wear Model A507,approved,Y,2,https://sc04.alicdn.com/kf/S8b540f5de1bd41e8a326c78eaf29c8d2S.jpg,320,320,0.7625,0.385,0.2936,0.19,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\1b049046c56ed6d186c5b6e47f059d735192abb7.jpg
79,1601939658415,AAF_jmk4AOWGex-cDVm7jVFM,BQ014-R1 / A507,Knit Slip-On Walking Shoes Casual Sneakers for Travel Commuting and Daily Wear Model A507,approved,Y,3,https://sc04.alicdn.com/kf/Sc4af9cf7c681439fa044f6ed38015c75m.jpg,320,320,0.79,0.4,0.316,0.1981,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\59a4208a51705711db18b0fbbb406d88bbb3e251.jpg
79,1601939658415,AAF_jmk4AOWGex-cDVm7jVFM,BQ014-R1 / A507,Knit Slip-On Walking Shoes Casual Sneakers for Travel Commuting and Daily Wear Model A507,approved,Y,4,https://sc04.alicdn.com/kf/S9519eb9834e74051902bdd3e822aad93O.jpg,320,320,0.735,0.295,0.2168,0.1694,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\ed8f23ab76fb91a19c54cec18c636a26e960a94a.jpg
79,1601939658415,AAF_jmk4AOWGex-cDVm7jVFM,BQ014-R1 / A507,Knit Slip-On Walking Shoes Casual Sneakers for Travel Commuting and Daily Wear Model A507,approved,Y,5,https://sc04.alicdn.com/kf/S8ebc9f428f3b433595aa4c9857048be7P.jpg,320,320,0.8,0.455,0.364,0.222,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\8ebc3403ee62c21b70648d43655db37a3df1982b.jpg
79,1601939658415,AAF_jmk4AOWGex-cDVm7jVFM,BQ014-R1 / A507,Knit Slip-On Walking Shoes Casual Sneakers for Travel Commuting and Daily Wear Model A507,approved,Y,6,https://sc04.alicdn.com/kf/S53bada9fb2e2433eab459eb28b3006452.jpg,320,320,0.7525,0.3075,0.2314,0.1905,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\a61a9dd446dc79826c9399e36ecb535ba6feb51d.jpg
80,1601939669411,AAEojmk4AOWGex-cDVm7jYZA,BQ014-W1 / A507,Wholesale Knit Slip-On Walking Shoes Casual Sneakers Factory Supply Model A507,approved,Y,1,https://sc04.alicdn.com/kf/S1a816e4603434ca9af721c86860bd4a2B.jpg,320,320,0.82,0.47,0.3854,0.2466,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\ea3f2354d395cbf2996eb4b7a30b6f5849b2d886.jpg
80,1601939669411,AAEojmk4AOWGex-cDVm7jYZA,BQ014-W1 / A507,Wholesale Knit Slip-On Walking Shoes Casual Sneakers Factory Supply Model A507,approved,Y,2,https://sc04.alicdn.com/kf/Sb5c6a165539640ce8e01a8b6dce60a23h.jpg,320,320,0.76,0.315,0.2394,0.1964,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\0fc4a51915943e333f9a508592a3ccc34eb97455.jpg
80,1601939669411,AAEojmk4AOWGex-cDVm7jYZA,BQ014-W1 / A507,Wholesale Knit Slip-On Walking Shoes Casual Sneakers Factory Supply Model A507,approved,Y,3,https://sc04.alicdn.com/kf/S35a036fe12404dbaa144daa342c43bd3A.jpg,320,320,0.79,0.34,0.2686,0.1545,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\c37fe333ebdf51efdf3558a21e1cf7408246d3d9.jpg
80,1601939669411,AAEojmk4AOWGex-cDVm7jYZA,BQ014-W1 / A507,Wholesale Knit Slip-On Walking Shoes Casual Sneakers Factory Supply Model A507,approved,Y,4,https://sc04.alicdn.com/kf/Sc46025dd0e284469bbc0d196e92691a81.jpg,320,320,0.7375,0.3725,0.2747,0.1779,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\e97424889c1a2ccf1c96697fc02ec09f02642a3e.jpg
80,1601939669411,AAEojmk4AOWGex-cDVm7jYZA,BQ014-W1 / A507,Wholesale Knit Slip-On Walking Shoes Casual Sneakers Factory Supply Model A507,approved,Y,5,https://sc04.alicdn.com/kf/S8fa3def91b02404c8735f89b3de10293s.jpg,320,320,0.8,0.4075,0.326,0.2099,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\12f97496f0152acfeb2ca0750d03524ed447c3f4.jpg
80,1601939669411,AAEojmk4AOWGex-cDVm7jYZA,BQ014-W1 / A507,Wholesale Knit Slip-On Walking Shoes Casual Sneakers Factory Supply Model A507,approved,Y,6,https://sc04.alicdn.com/kf/S96c3b991209b43168b1f663d3320f5d99.jpg,320,320,0.75,0.305,0.2288,0.1862,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\5c283f4064249b84fad202c6299bd836491778df.jpg
81,1601939608686,AAGBjmk4AOWGex-cDVm7jJON,BQ014-O1 / A507,Custom Logo Knit Slip-On Walking Shoes Casual Sneakers OEM ODM Private Label Footwear Supplier Model A507,approved,Y,1,https://sc04.alicdn.com/kf/S31622e44effa48d59a08c5e82f30b487W.jpg,320,320,0.8175,0.415,0.3393,0.2133,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\1950503bf52286755556b06fc5d2720a7c7ed30f.jpg
81,1601939608686,AAGBjmk4AOWGex-cDVm7jJON,BQ014-O1 / A507,Custom Logo Knit Slip-On Walking Shoes Casual Sneakers OEM ODM Private Label Footwear Supplier Model A507,approved,Y,2,https://sc04.alicdn.com/kf/S63604abe72be405d81a2020bc38ea0cbq.jpg,320,320,0.7575,0.3075,0.2329,0.1816,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\1d12c3ccea157b8977457934e21e8ceabc17e55e.jpg
81,1601939608686,AAGBjmk4AOWGex-cDVm7jJON,BQ014-O1 / A507,Custom Logo Knit Slip-On Walking Shoes Casual Sneakers OEM ODM Private Label Footwear Supplier Model A507,approved,Y,3,https://sc04.alicdn.com/kf/S57eb3c9f62cb4bda8e17cc23dabb9393w.jpg,320,320,0.79,0.4525,0.3575,0.2178,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\4367edc07b69d19b648c39dfcf18b7a1e740f653.jpg
81,1601939608686,AAGBjmk4AOWGex-cDVm7jJON,BQ014-O1 / A507,Custom Logo Knit Slip-On Walking Shoes Casual Sneakers OEM ODM Private Label Footwear Supplier Model A507,approved,Y,4,https://sc04.alicdn.com/kf/Sbca3a3fec16b4796abf8e6b016ae7166q.jpg,320,320,0.7375,0.305,0.2249,0.1849,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\2f12bbee5cd40982430731fbfdfb5fa53fed55c8.jpg
81,1601939608686,AAGBjmk4AOWGex-cDVm7jJON,BQ014-O1 / A507,Custom Logo Knit Slip-On Walking Shoes Casual Sneakers OEM ODM Private Label Footwear Supplier Model A507,approved,Y,5,https://sc04.alicdn.com/kf/S9e429a66d52d445cb02aa94cb56544266.jpg,320,320,0.8025,0.3475,0.2789,0.1589,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\fb1728b35a05fc2adeafcfde4940fa5aa42b4e01.jpg
81,1601939608686,AAGBjmk4AOWGex-cDVm7jJON,BQ014-O1 / A507,Custom Logo Knit Slip-On Walking Shoes Casual Sneakers OEM ODM Private Label Footwear Supplier Model A507,approved,Y,6,https://sc04.alicdn.com/kf/Saab1b827002141f783dd12bc191bbaccd.jpg,320,320,0.7525,0.38,0.2859,0.1855,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\ad263202ad96cb410424b5e74f1cb92eebfaf351.jpg
82,1601939619687,AAGdjmk4AOWGex-cDVm7jLiE,BQ013-W1 / T55836,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model T55836,approved,Y,1,https://sc04.alicdn.com/kf/S22f063e5991746d18ced08852f59cb4a3.jpg,320,320,0.82,0.3725,0.3054,0.1855,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\ab1f7a432a911032db1b43c36f0ca8c7b2e34feb.jpg
82,1601939619687,AAGdjmk4AOWGex-cDVm7jLiE,BQ013-W1 / T55836,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model T55836,approved,Y,2,https://sc04.alicdn.com/kf/S33b3931e9b4d47f0b7637b6f938ff2b92.jpg,320,320,0.76,0.295,0.2242,0.1239,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\8192b3d95b8de1b18d3ff7cafab1f5f91e2f2840.jpg
82,1601939619687,AAGdjmk4AOWGex-cDVm7jLiE,BQ013-W1 / T55836,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model T55836,approved,Y,3,https://sc04.alicdn.com/kf/S6cea26651bd7476196f247255d717d47X.jpg,320,320,0.79,0.3625,0.2864,0.1698,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\7a77027034d217fc632ce7e891ad55cb06ca05b7.jpg
82,1601939619687,AAGdjmk4AOWGex-cDVm7jLiE,BQ013-W1 / T55836,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model T55836,approved,Y,4,https://sc04.alicdn.com/kf/S9085329d176746788176b4488a27e345C.jpg,320,320,0.735,0.3675,0.2701,0.1706,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\01bf8a0ff33a8c3b6bd9273b35cd0af44d2d9c4b.jpg
82,1601939619687,AAGdjmk4AOWGex-cDVm7jLiE,BQ013-W1 / T55836,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model T55836,approved,Y,5,https://sc04.alicdn.com/kf/Saa05e8ea09594d278394522eb9c0beb38.jpg,320,320,0.685,0.68,0.4658,0.2083,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\f37dd157f8f208d40250e5057e3a94ea412dc1ee.jpg
82,1601939619687,AAGdjmk4AOWGex-cDVm7jLiE,BQ013-W1 / T55836,Wholesale Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model T55836,approved,Y,6,https://sc04.alicdn.com/kf/S349c27c8c4994aa79b325537dce8aec4r.jpg,320,320,0.7525,0.275,0.2069,0.1207,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\ba92c1504c972689241dfa1af024edd72c277230.jpg
83,1601939638522,AAEKjmk4AOWGex-cDVm7jQ8Z,BQ013-R1 / T55836,Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model T55836,approved,Y,1,https://sc04.alicdn.com/kf/Sfad0738693904e44820340239db81f2bH.jpg,320,320,0.82,0.3725,0.3054,0.1806,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\afdbd35a6cbb448601f38fc58e9a35d58efbdcde.jpg
83,1601939638522,AAEKjmk4AOWGex-cDVm7jQ8Z,BQ013-R1 / T55836,Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model T55836,approved,Y,2,https://sc04.alicdn.com/kf/S935a59ed5c85424eb83fd3a93d3acf7aE.jpg,320,320,0.7575,0.38,0.2878,0.1795,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\a33e00a19ae1bd89138c23ae2d010d4f2a24fcf3.jpg
83,1601939638522,AAEKjmk4AOWGex-cDVm7jQ8Z,BQ013-R1 / T55836,Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model T55836,approved,Y,3,https://sc04.alicdn.com/kf/Scd3e7ffc73c54edcb70b1b3861f57ee3X.jpg,320,320,0.6725,0.6725,0.4523,0.2029,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\e7f6ae362385e2388394939e7a93fa1b29698872.jpg
83,1601939638522,AAEKjmk4AOWGex-cDVm7jQ8Z,BQ013-R1 / T55836,Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model T55836,approved,Y,4,https://sc04.alicdn.com/kf/S6feea85373d6460a8a34dfcef8d5c914e.jpg,320,320,0.735,0.265,0.1948,0.1152,,,LOW_OCCUPANCY,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\84a1bec129d1a0d77939786280a8182ac09ca974.jpg
83,1601939638522,AAEKjmk4AOWGex-cDVm7jQ8Z,BQ013-R1 / T55836,Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model T55836,approved,Y,5,https://sc04.alicdn.com/kf/Sff76316caf134939a48e589ae07eb4326.jpg,320,320,0.7975,0.3625,0.2891,0.1729,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\8881fcd659e65fd4f46925c9c0773045939f01a5.jpg
83,1601939638522,AAEKjmk4AOWGex-cDVm7jQ8Z,BQ013-R1 / T55836,Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model T55836,approved,Y,6,https://sc04.alicdn.com/kf/Sb49c2cf5ac4747199c0abd74755d3dc1g.jpg,320,320,0.7525,0.2925,0.2201,0.1201,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\d854fc7332c974ce08ebac97c7a777c3d4b3946d.jpg
84,1601939650458,AAELjmk4AOWGex-cDVm7jTB5,BQ012-W1 / M8506,Wholesale Knit Slip-On Walking Shoes Chunky Casual Shoes with Lace Detail Factory Supply Model M8506,approved,Y,1,https://sc04.alicdn.com/kf/S4d7caa4cf0ce44d2870e1f8d3c9ae332o.jpg,320,320,0.82,0.455,0.3731,0.2486,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\5a9ae22526e2ab49c763774eaa4a5233726401f7.jpg
84,1601939650458,AAELjmk4AOWGex-cDVm7jTB5,BQ012-W1 / M8506,Wholesale Knit Slip-On Walking Shoes Chunky Casual Shoes with Lace Detail Factory Supply Model M8506,approved,Y,2,https://sc04.alicdn.com/kf/Saa8bb0abb7d54a299f0118b0f652ea78t.jpg,320,320,0.76,0.715,0.5434,0.2886,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\dfc388c6474809f80ae6f8ec44d4bce52059f562.jpg
84,1601939650458,AAELjmk4AOWGex-cDVm7jTB5,BQ012-W1 / M8506,Wholesale Knit Slip-On Walking Shoes Chunky Casual Shoes with Lace Detail Factory Supply Model M8506,approved,Y,3,https://sc04.alicdn.com/kf/S6dbcd3d7817d47bfa3b7a19be1cc2272o.jpg,320,320,0.79,0.41,0.3239,0.2113,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\442d62b8c22704cd2b68d7ddf221702451c0a667.jpg
84,1601939650458,AAELjmk4AOWGex-cDVm7jTB5,BQ012-W1 / M8506,Wholesale Knit Slip-On Walking Shoes Chunky Casual Shoes with Lace Detail Factory Supply Model M8506,approved,Y,4,https://sc04.alicdn.com/kf/S4f9b36b909614735b20b7bf200aa19bea.jpg,320,320,0.7225,0.735,0.531,0.3237,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\88b980366a7ab7d83adc2e43969b185858aa08dd.jpg
84,1601939650458,AAELjmk4AOWGex-cDVm7jTB5,BQ012-W1 / M8506,Wholesale Knit Slip-On Walking Shoes Chunky Casual Shoes with Lace Detail Factory Supply Model M8506,approved,Y,5,https://sc04.alicdn.com/kf/Sd67afcc0fc18404b828884547992e6beO.jpg,320,320,0.8,0.6575,0.526,0.3546,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\473f61e38c846eff9fc64611ea66e0a97c4f803d.jpg
84,1601939650458,AAELjmk4AOWGex-cDVm7jTB5,BQ012-W1 / M8506,Wholesale Knit Slip-On Walking Shoes Chunky Casual Shoes with Lace Detail Factory Supply Model M8506,approved,Y,6,https://sc04.alicdn.com/kf/S22e345491a234497bc64ff97c93d96faG.jpg,320,320,0.75,0.58,0.435,0.2764,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\6638f3f9a7e6bf39c6bdd9726d3b0538e244ad09.jpg
85,1601939634522,AAGYjmk4AOWGex-cDVm7jP65,BQ011-W1 / A002,Wholesale Men's Knit Slip-On Walking Shoes Casual Shoes Factory Supply Model A002,approved,Y,1,https://sc04.alicdn.com/kf/S149e16e176ee4847baf262d3be98803fY.jpg,320,320,0.82,0.58,0.4756,0.2927,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\19bf9c93855cb02be7e472578e595402eef8cdf7.jpg
